steps,acor_times,accept_fracs,max_log_probs
1800,91.11351468342075,0.34424242424242424,-2057.256129857119
1850,91.47885676927761,0.3743939393939394,-2057.2023557774896
1900,91.85727737324106,0.3546969696969697,-2057.659329448726
1950,92.18779823425389,0.3607575757575758,-2057.1674098534268
2000,92.50079646122633,0.42696969696969694,-2057.375955885153
2050,92.82031254162587,0.3546969696969697,-2057.2613664094238
2100,93.10635747470505,0.3571212121212121,-2057.013547502387
2150,93.34983187916554,0.3146969696969697,-2056.884666663686
2200,93.60283595398086,0.4265151515151515,-2056.9724127475265
2250,93.80951427546783,0.3934848484848485,-2057.196058847886
2300,94.02681914732369,0.43696969696969695,-2057.035654844699
2350,94.24650243505653,0.45636363636363636,-2057.0985130202153
2400,94.43735032791619,0.38621212121212123,-2056.8242298386995
2450,94.62812607684226,0.3477272727272727,-2057.1504658844706
2500,94.7948793734083,0.3787878787878788,-2056.7791839173847
2550,94.95726022540556,0.36348484848484847,-2057.0782301957483
2600,95.08024969990997,0.3428787878787879,-2057.214651637337
2650,95.22104521822904,0.38,-2057.093384305214
2700,95.32881624584074,0.3472727272727273,-2057.9065872412707
2750,95.45272599139213,0.3543939393939394,-2056.6112299770016
2800,95.55332961746548,0.3931818181818182,-2057.1640716743814
2850,95.64951678086571,0.45045454545454544,-2056.9870960026096
2900,95.75380121299072,0.37212121212121213,-2057.5026361788014
2950,95.81861033382528,0.3889393939393939,-2057.603441750455
3000,95.8716555305511,0.3660606060606061,-2056.9654374113397
3050,95.93546180107515,0.43303030303030304,-2057.4759743010695
3100,95.98686729234947,0.4156060606060606,-2057.0498847554027
3150,96.03122170775947,0.38181818181818183,-2057.543703418193
3200,96.0683276736281,0.3375757575757576,-2056.697449997467
3250,96.12592612758645,0.3743939393939394,-2056.9276916673
3300,96.18267795129579,0.44984848484848483,-2056.9677086699908
3350,96.22430113856339,0.3109090909090909,-2056.698222305216
3400,96.26714321077291,0.4456060606060606,-2057.2141768248584
3450,96.29929654036428,0.37454545454545457,-2057.4335220158623
3500,96.32919204063819,0.4727272727272727,-2057.50734393377
3550,96.34196797832023,0.35893939393939395,-2057.1827989768417
3600,96.35149896583113,0.37575757575757573,-2057.092307301993
3650,96.38867589232026,0.35,-2057.693699700254
3700,96.40634567137404,0.3603030303030303,-2056.884099249802
3750,96.43437284047081,0.36696969696969695,-2057.4356548307883
3800,96.44598112332683,0.35893939393939395,-2056.951493466478
3850,96.44130777374258,0.3596969696969697,-2057.390629340571
3900,96.4534299471892,0.3765151515151515,-2056.884943520039
3950,96.45145611030274,0.3892424242424242,-2057.2992322910313
4000,96.44367703839293,0.41818181818181815,-2056.699059626509
4050,96.45749112427215,0.375,-2056.8429203341793
4100,96.45297634554453,0.34984848484848485,-2056.3817017102747
4150,96.46282301702745,0.3259090909090909,-2057.0132051107257
4200,96.47270258845528,0.3660606060606061,-2057.7303012040766
4250,96.46966084103586,0.3687878787878788,-2057.6504498361833
4300,96.4532688243303,0.398030303030303,-2057.39526057503
4350,96.44046162892879,0.39,-2057.2692397250835
4400,96.44517383794332,0.38606060606060605,-2056.624963739112
4450,96.43911610438722,0.34106060606060606,-2057.4506257336657
4500,96.42256109516907,0.3559090909090909,-2057.1717327864812
4550,96.41913236778628,0.4018181818181818,-2057.385909184579
4600,96.38371594217803,0.408030303030303,-2057.5073220400814
4650,96.37887356120619,0.38515151515151513,-2056.733260051705
4700,96.37023794713681,0.41545454545454547,-2057.1554609184
4750,96.35045925139585,0.3528787878787879,-2057.49787204659
4800,96.3268723130023,0.37196969696969695,-2057.5009630508575
4850,96.32867777538854,0.40060606060606063,-2057.4944387107053
